InvoiceNo,Store,ItemCategory,Price,Quantity,TotalAmount,Date,PaymentMethod,Discount_Percentage,Discount_Amount,Net_Sales_Amount,Effective_Discount_Per_Item,,
INV01908,Store C,T-Shirts,66.63,4,266.52,2021-11-21T18:41:07.9728430,Debit Card,10.00%,6.66,26.65,1.67,,
INV01186,Store A,Jeans,17.28,4,69.12,2021-11-21T18:41:07.9728430,Credit Card,10.00%,1.73,6.91,0.43,,
INV00711,Store B,Dresses,149.19,1,149.19,2021-11-21T18:41:07.9728430,Online Payment,12.00%,17.90,17.90,17.90,,
INV00963,Store C,Dresses,188.76,4,755.04,2021-11-22T18:41:07.9728430,Online Payment,15.00%,28.31,113.26,7.08,,
INV00019,Store C,Jeans,166.08,1,166.08,2021-11-22T18:41:07.9728430,Credit Card,15.00%,24.91,24.91,24.91,,
INV01527,Store A,Jackets,79.6,1,79.6,2021-11-22T18:41:07.9728430,Online Payment,10.00%,7.96,7.96,7.96,,
INV01283,Store C,Jeans,122.25,4,489,2021-11-22T18:41:07.9728430,Debit Card,12.00%,14.67,58.68,3.67,,
INV00032,Store A,T-Shirts,84.58,2,169.16,2021-11-22T18:41:07.9728430,Debit Card,10.00%,8.46,16.92,4.23,,
INV00183,Store C,Accessories,15.52,4,62.08,2021-11-22T18:41:07.9728430,Credit Card,10.00%,1.55,6.21,0.39,,
INV01415,Store A,Dresses,95.99,1,95.99,2021-11-22T18:41:07.9728430,Cash,10.00%,9.60,9.60,9.60,,
INV00978,Store C,Accessories,24.6,3,73.8,2021-11-22T18:41:07.9728430,Debit Card,10.00%,2.46,7.38,0.82,,
INV00879,Store B,Jeans,156.54,2,313.08,2021-11-22T18:41:07.9728430,Debit Card,15.00%,23.48,46.96,11.74,,
INV01143,Store C,Accessories,23.03,2,46.06,2021-11-22T18:41:07.9728430,Online Payment,10.00%,2.30,4.61,1.15,,
INV00849,Store C,T-Shirts,28.6,3,85.8,2021-11-22T18:41:07.9728430,Debit Card,10.00%,2.86,8.58,0.95,,
INV01841,Store A,Jeans,145.66,4,582.64,2021-11-22T18:41:07.9728430,Debit Card,12.00%,17.48,69.92,4.37,,
INV01529,Store C,Jeans,58.87,4,235.48,2021-11-22T18:41:07.9728430,Debit Card,10.00%,5.89,23.55,1.47,,
INV01840,Store A,Dresses,132.11,2,264.22,2021-11-23T18:41:07.9728430,Online Payment,12.00%,15.85,31.71,7.93,,
INV00485,Store A,Shoes,98.21,2,196.42,2021-11-23T18:41:07.9728430,Debit Card,10.00%,9.82,19.64,4.91,,
INV00749,Store B,Jackets,141.47,4,565.88,2021-11-23T18:41:07.9728430,Credit Card,12.00%,16.98,67.91,4.24,,
INV01859,Store A,Jeans,150.26,3,450.78,2021-11-23T18:41:07.9728430,Credit Card,15.00%,22.54,67.62,7.51,,
INV00556,Store A,Jackets,146.52,2,293.04,2021-11-23T18:41:07.9728430,Debit Card,12.00%,17.58,35.16,8.79,,
INV01498,Store C,Shoes,161.63,2,323.26,2021-11-24T18:41:07.9728430,Cash,15.00%,24.24,48.49,12.12,,
INV01196,Store C,Jeans,60.15,4,240.6,2021-11-24T18:41:07.9728430,Debit Card,10.00%,6.02,24.06,1.50,,
INV01192,Store B,Shoes,81.02,4,324.08,2021-11-24T18:41:07.9728430,Debit Card,10.00%,8.10,32.41,2.03,,
INV00473,Store A,Dresses,59.15,3,177.45,2021-11-24T18:41:07.9728430,Online Payment,10.00%,5.92,17.75,1.97,,
INV01564,Store B,Jeans,190.61,1,190.61,2021-11-24T18:41:07.9728430,Online Payment,15.00%,28.59,28.59,28.59,,
INV00660,Store C,Jeans,11.71,4,46.84,2021-11-25T18:41:07.9728430,Debit Card,10.00%,1.17,4.68,0.29,,
INV01178,Store B,Accessories,189.65,4,758.6,2021-11-25T18:41:07.9728430,Cash,15.00%,28.45,113.79,7.11,,
INV01442,Store B,Jackets,62.05,3,186.15,2021-11-25T18:41:07.9728430,Debit Card,10.00%,6.21,18.62,2.07,,
INV00709,Store C,Dresses,158.71,1,158.71,2021-11-25T18:41:07.9728430,Debit Card,15.00%,23.81,23.81,23.81,,
INV01909,Store B,Accessories,31.02,1,31.02,2021-11-25T18:41:07.9728430,Credit Card,10.00%,3.10,3.10,3.10,,
INV01621,Store B,Shoes,85.42,1,85.42,2021-11-25T18:41:07.9728430,Cash,10.00%,8.54,8.54,8.54,,
INV00543,Store C,Accessories,73.99,1,73.99,2021-11-25T18:41:07.9728430,Credit Card,10.00%,7.40,7.40,7.40,,
INV01708,Store A,T-Shirts,99.13,4,396.52,2021-11-25T18:41:07.9728430,Debit Card,10.00%,9.91,39.65,2.48,,
INV00246,Store A,Dresses,157.5,1,157.5,2021-11-25T18:41:07.9728430,Debit Card,15.00%,23.63,23.63,23.63,,
INV01306,Store B,Jackets,72.26,3,216.78,2021-11-25T18:41:07.9728430,Online Payment,10.00%,7.23,21.68,2.41,,
INV00115,Store B,Shoes,35.77,4,143.08,2021-11-25T18:41:07.9728430,Cash,10.00%,3.58,14.31,0.89,,
INV00025,Store B,Shoes,65.15,1,65.15,2021-11-26T18:41:07.9728430,Cash,10.00%,6.52,6.52,6.52,,
INV00524,Store A,Dresses,117.97,1,117.97,2021-11-26T18:41:07.9728430,Online Payment,12.00%,14.16,14.16,14.16,,
INV00837,Store C,Shoes,137.83,4,551.32,2021-11-26T18:41:07.9728430,Debit Card,12.00%,16.54,66.16,4.13,,
INV00058,Store A,Shoes,117.79,1,117.79,2021-11-26T18:41:07.9728430,Cash,12.00%,14.13,14.13,14.13,,
INV01344,Store C,T-Shirts,162.2,2,324.4,2021-11-26T18:41:07.9728430,Online Payment,15.00%,24.33,48.66,12.17,,
INV01253,Store B,T-Shirts,27.83,1,27.83,2021-11-26T18:41:07.9728430,Debit Card,10.00%,2.78,2.78,2.78,,
INV01587,Store C,T-Shirts,57.64,1,57.64,2021-11-26T18:41:07.9728430,Cash,10.00%,5.76,5.76,5.76,,
INV00872,Store B,Accessories,173.31,3,519.93,2021-11-26T18:41:07.9728430,Cash,15.00%,26.00,77.99,8.67,,
INV00831,Store B,Jackets,36.29,3,108.87,2021-11-26T18:41:07.9728430,Online Payment,10.00%,3.63,10.89,1.21,,
INV00381,Store C,Dresses,57.49,1,57.49,2021-11-26T18:41:07.9728430,Debit Card,10.00%,5.75,5.75,5.75,,
INV00183,Store A,Jackets,100.2,1,100.2,2021-11-26T18:41:07.9728430,Debit Card,12.00%,12.02,12.02,12.02,,
INV00998,Store A,Jeans,108.91,1,108.91,2021-11-26T18:41:07.9728430,Credit Card,12.00%,13.07,13.07,13.07,,
INV01479,Store A,Jeans,56.42,3,169.26,2021-11-26T18:41:07.9728430,Credit Card,10.00%,5.64,16.93,1.88,,
INV00159,Store C,T-Shirts,80.27,3,240.81,2021-11-26T18:41:07.9728430,Online Payment,10.00%,8.03,24.08,2.68,,
INV00549,Store B,Shoes,81.89,2,163.78,2021-11-27T18:41:07.9728430,Cash,10.00%,8.19,16.38,4.09,,
INV01205,Store A,Jeans,117.99,4,471.96,2021-11-27T18:41:07.9728430,Debit Card,12.00%,14.16,56.64,3.54,,
INV01824,Store B,Jackets,102.17,2,204.34,2021-11-27T18:41:07.9728430,Cash,12.00%,12.26,24.52,6.13,,
INV00347,Store C,Dresses,123.39,2,246.78,2021-11-27T18:41:07.9728430,Online Payment,12.00%,14.81,29.61,7.40,,
INV01616,Store B,Accessories,106.06,1,106.06,2021-11-27T18:41:07.9728430,Credit Card,12.00%,12.73,12.73,12.73,,
INV00192,Store B,T-Shirts,152.24,3,456.72,2021-11-27T18:41:07.9728430,Debit Card,15.00%,22.84,68.51,7.61,,
INV00898,Store B,Dresses,93.62,3,280.86,2021-11-27T18:41:07.9728430,Debit Card,10.00%,9.36,28.09,3.12,,
INV00961,Store C,Dresses,164.71,2,329.42,2021-11-27T18:41:07.9728430,Online Payment,15.00%,24.71,49.41,12.35,,
INV00794,Store C,T-Shirts,142.97,2,285.94,2021-11-27T18:41:07.9728430,Credit Card,12.00%,17.16,34.31,8.58,,
INV01350,Store B,T-Shirts,50.41,3,151.23,2021-11-27T18:41:07.9728430,Debit Card,10.00%,5.04,15.12,1.68,,
INV00260,Store B,T-Shirts,59.63,1,59.63,2021-11-27T18:41:07.9728430,Credit Card,10.00%,5.96,5.96,5.96,,
INV01547,Store C,T-Shirts,163.42,2,326.84,2021-11-27T18:41:07.9728430,Online Payment,15.00%,24.51,49.03,12.26,,
INV00241,Store B,Jackets,164.06,2,328.12,2021-11-28T18:41:07.9728430,Cash,15.00%,24.61,49.22,12.30,,
INV01904,Store B,Jackets,167.27,1,167.27,2021-11-28T18:41:07.9728430,Debit Card,15.00%,25.09,25.09,25.09,,
INV00680,Store C,Jeans,89.37,4,357.48,2021-11-28T18:41:07.9728430,Credit Card,10.00%,8.94,35.75,2.23,,
INV01355,Store A,Jackets,143.51,4,574.04,2021-11-28T18:41:07.9728430,Online Payment,12.00%,17.22,68.88,4.31,,
INV01518,Store B,T-Shirts,76.21,1,76.21,2021-11-28T18:41:07.9728430,Cash,10.00%,7.62,7.62,7.62,,
INV01044,Store A,Dresses,47.4,2,94.8,2021-11-29T18:41:07.9728430,Credit Card,10.00%,4.74,9.48,2.37,,
INV00216,Store C,Accessories,101.73,2,203.46,2021-11-29T18:41:07.9728430,Credit Card,12.00%,12.21,24.42,6.10,,
INV01841,Store B,Accessories,150.4,1,150.4,2021-11-29T18:41:07.9728430,Debit Card,15.00%,22.56,22.56,22.56,,
INV01284,Store A,Shoes,43.67,3,131.01,2021-11-29T18:41:07.9728430,Credit Card,10.00%,4.37,13.10,1.46,,
INV00363,Store A,Jeans,113.34,2,226.68,2021-11-29T18:41:07.9728430,Credit Card,12.00%,13.60,27.20,6.80,,
INV01102,Store C,Jackets,132.52,4,530.08,2021-11-29T18:41:07.9728430,Credit Card,12.00%,15.90,63.61,3.98,,
INV01597,Store B,Jeans,35.17,4,140.68,2021-11-29T18:41:07.9728430,Credit Card,10.00%,3.52,14.07,0.88,,
INV01135,Store C,Shoes,121.11,1,121.11,2021-11-30T18:41:07.9728430,Online Payment,12.00%,14.53,14.53,14.53,,
INV00633,Store A,Dresses,152.54,3,457.62,2021-11-30T18:41:07.9728430,Online Payment,15.00%,22.88,68.64,7.63,,
INV01458,Store A,Accessories,160.86,1,160.86,2021-11-30T18:41:07.9728430,Online Payment,15.00%,24.13,24.13,24.13,,
INV00222,Store C,Jeans,137.45,3,412.35,2021-11-30T18:41:07.9728430,Debit Card,12.00%,16.49,49.48,5.50,,
INV01547,Store C,Accessories,38.97,2,77.94,2021-11-30T18:41:07.9728430,Debit Card,10.00%,3.90,7.79,1.95,,
INV01307,Store C,Dresses,73.46,3,220.38,2021-11-30T18:41:07.9728430,Online Payment,10.00%,7.35,22.04,2.45,,
INV00446,Store C,Dresses,189.51,1,189.51,2021-11-30T18:41:07.9728430,Online Payment,15.00%,28.43,28.43,28.43,,
INV00478,Store A,Shoes,18.14,2,36.28,2021-11-30T18:41:07.9728430,Debit Card,10.00%,1.81,3.63,0.91,,
INV00485,Store B,Shoes,152.39,4,609.56,2021-11-30T18:41:07.9728430,Credit Card,15.00%,22.86,91.43,5.71,,
INV00216,Store A,T-Shirts,25.49,2,50.98,2021-11-30T18:41:07.9728430,Online Payment,10.00%,2.55,5.10,1.27,,
INV01235,Store A,Dresses,189.15,4,756.6,2021-11-30T18:41:07.9728430,Cash,15.00%,28.37,113.49,7.09,,
INV00780,Store C,Shoes,38.62,3,115.86,2021-12-01T18:41:07.9728430,Debit Card,10.00%,3.86,11.59,1.29,,
INV00919,Store C,Shoes,120.93,2,241.86,2021-12-01T18:41:07.9728430,Credit Card,12.00%,14.51,29.02,7.26,,
INV00407,Store B,Shoes,171.44,2,342.88,2021-12-01T18:41:07.9728430,Cash,15.00%,25.72,51.43,12.86,,
INV01559,Store B,Accessories,130.06,4,520.24,2021-12-01T18:41:07.9728430,Online Payment,12.00%,15.61,62.43,3.90,,
INV01399,Store C,Accessories,87.99,3,263.97,2021-12-01T18:41:07.9728430,Online Payment,10.00%,8.80,26.40,2.93,,
INV00176,Store A,Accessories,129.67,2,259.34,2021-12-02T18:41:07.9728430,Debit Card,12.00%,15.56,31.12,7.78,,
INV01970,Store B,Accessories,98.37,3,295.11,2021-12-02T18:41:07.9728430,Credit Card,10.00%,9.84,29.51,3.28,,
INV01752,Store B,Accessories,65.7,3,197.1,2021-12-02T18:41:07.9728430,Credit Card,10.00%,6.57,19.71,2.19,,
INV00256,Store B,Accessories,69.07,4,276.28,2021-12-02T18:41:07.9728430,Credit Card,10.00%,6.91,27.63,1.73,,
INV00663,Store B,Dresses,145.44,4,581.76,2021-12-02T18:41:07.9728430,Online Payment,12.00%,17.45,69.81,4.36,,
INV00051,Store B,Jeans,150.93,2,301.86,2021-12-02T18:41:07.9728430,Credit Card,15.00%,22.64,45.28,11.32,,
INV00442,Store A,Accessories,94.94,2,189.88,2021-12-02T18:41:07.9728430,Credit Card,10.00%,9.49,18.99,4.75,,
INV00199,Store B,Jeans,198.3,2,396.6,2021-12-02T18:41:07.9728430,Credit Card,15.00%,29.75,59.49,14.87,,
INV01358,Store C,Dresses,192.23,4,768.92,2021-12-02T18:41:07.9728430,Credit Card,15.00%,28.83,115.34,7.21,,
INV01571,Store A,Shoes,179.2,2,358.4,2021-12-02T18:41:07.9728430,Cash,15.00%,26.88,53.76,13.44,,
INV01174,Store A,Accessories,89.91,3,269.73,2021-12-02T18:41:07.9728430,Credit Card,10.00%,8.99,26.97,3.00,,
INV00467,Store C,Shoes,45.63,1,45.63,2021-12-02T18:41:07.9728430,Credit Card,10.00%,4.56,4.56,4.56,,
INV00844,Store B,Accessories,148.63,2,297.26,2021-12-02T18:41:07.9728430,Online Payment,12.00%,17.84,35.67,8.92,,
INV01662,Store B,Jeans,11.87,3,35.61,2021-12-02T18:41:07.9728430,Debit Card,10.00%,1.19,3.56,0.40,,
INV00588,Store C,Accessories,65.24,2,130.48,2021-12-03T18:41:07.9728430,Debit Card,10.00%,6.52,13.05,3.26,,
INV00177,Store B,Jackets,10.42,4,41.68,2021-12-03T18:41:07.9728430,Debit Card,10.00%,1.04,4.17,0.26,,
INV01748,Store B,Jeans,144.65,2,289.3,2021-12-03T18:41:07.9728430,Cash,12.00%,17.36,34.72,8.68,,
INV00484,Store B,Accessories,115.12,4,460.48,2021-12-03T18:41:07.9728430,Online Payment,12.00%,13.81,55.26,3.45,,
INV01666,Store C,Shoes,49.6,1,49.6,2021-12-03T18:41:07.9728430,Credit Card,10.00%,4.96,4.96,4.96,,
INV00642,Store B,Jeans,111.96,2,223.92,2021-12-03T18:41:07.9728430,Credit Card,12.00%,13.44,26.87,6.72,,
INV01045,Store A,Jackets,34.07,4,136.28,2021-12-03T18:41:07.9728430,Cash,10.00%,3.41,13.63,0.85,,
INV00566,Store C,Shoes,160.24,2,320.48,2021-12-03T18:41:07.9728430,Cash,15.00%,24.04,48.07,12.02,,
INV00364,Store C,T-Shirts,137.43,2,274.86,2021-12-03T18:41:07.9728430,Cash,12.00%,16.49,32.98,8.25,,
INV00188,Store C,T-Shirts,85.16,2,170.32,2021-12-03T18:41:07.9728430,Credit Card,10.00%,8.52,17.03,4.26,,
INV00322,Store C,T-Shirts,100.12,2,200.24,2021-12-04T18:41:07.9728430,Debit Card,12.00%,12.01,24.03,6.01,,
INV01172,Store B,Accessories,105.9,1,105.9,2021-12-04T18:41:07.9728430,Credit Card,12.00%,12.71,12.71,12.71,,
INV00479,Store B,T-Shirts,28.43,2,56.86,2021-12-04T18:41:07.9728430,Credit Card,10.00%,2.84,5.69,1.42,,
INV01712,Store A,Jeans,100.52,2,201.04,2021-12-04T18:41:07.9728430,Debit Card,12.00%,12.06,24.12,6.03,,
INV00532,Store C,Accessories,50.58,2,101.16,2021-12-04T18:41:07.9728430,Cash,10.00%,5.06,10.12,2.53,,
INV01586,Store C,Shoes,120.5,3,361.5,2021-12-04T18:41:07.9728430,Cash,12.00%,14.46,43.38,4.82,,
INV00703,Store C,T-Shirts,18.85,2,37.7,2021-12-04T18:41:07.9728430,Credit Card,10.00%,1.89,3.77,0.94,,
INV00383,Store C,Jeans,77.8,2,155.6,2021-12-04T18:41:07.9728430,Credit Card,10.00%,7.78,15.56,3.89,,
INV01105,Store C,Dresses,89.52,4,358.08,2021-12-04T18:41:07.9728430,Cash,10.00%,8.95,35.81,2.24,,
INV00904,Store B,Jeans,101.81,4,407.24,2021-12-04T18:41:07.9728430,Cash,12.00%,12.22,48.87,3.05,,
INV01295,Store C,Jackets,14.18,2,28.36,2021-12-04T18:41:07.9728430,Credit Card,10.00%,1.42,2.84,0.71,,
INV00814,Store C,Shoes,120.09,4,480.36,2021-12-04T18:41:07.9728430,Debit Card,12.00%,14.41,57.64,3.60,,
INV00502,Store B,T-Shirts,185.18,4,740.72,2021-12-04T18:41:07.9728430,Debit Card,15.00%,27.78,111.11,6.94,,
INV00628,Store C,Dresses,83.12,1,83.12,2021-12-05T18:41:07.9728430,Credit Card,10.00%,8.31,8.31,8.31,,
INV01631,Store B,Accessories,21.33,3,63.99,2021-12-05T18:41:07.9728430,Cash,10.00%,2.13,6.40,0.71,,
INV01541,Store C,Accessories,62.14,4,248.56,2021-12-05T18:41:07.9728430,Debit Card,10.00%,6.21,24.86,1.55,,
INV01449,Store A,Jeans,71.98,2,143.96,2021-12-05T18:41:07.9728430,Credit Card,10.00%,7.20,14.40,3.60,,
INV01099,Store B,Accessories,114.34,1,114.34,2021-12-05T18:41:07.9728430,Credit Card,12.00%,13.72,13.72,13.72,,
INV00101,Store B,T-Shirts,170.39,1,170.39,2021-12-05T18:41:07.9728430,Credit Card,15.00%,25.56,25.56,25.56,,
INV00416,Store B,Jackets,70.84,3,212.52,2021-12-05T18:41:07.9728430,Debit Card,10.00%,7.08,21.25,2.36,,
INV00183,Store B,Accessories,69.27,2,138.54,2021-12-05T18:41:07.9728430,Credit Card,10.00%,6.93,13.85,3.46,,
INV00537,Store A,Dresses,178.88,2,357.76,2021-12-06T18:41:07.9728430,Online Payment,15.00%,26.83,53.66,13.42,,
INV01934,Store A,Accessories,13.7,3,41.1,2021-12-06T18:41:07.9728430,Debit Card,10.00%,1.37,4.11,0.46,,
INV00017,Store B,Shoes,112.77,1,112.77,2021-12-06T18:41:07.9728430,Credit Card,12.00%,13.53,13.53,13.53,,
INV01089,Store C,Dresses,81.39,1,81.39,2021-12-06T18:41:07.9728430,Online Payment,10.00%,8.14,8.14,8.14,,
INV00520,Store C,Jeans,11.24,3,33.72,2021-12-06T18:41:07.9728430,Debit Card,10.00%,1.12,3.37,0.37,,
INV01133,Store B,Accessories,184.2,3,552.6,2021-12-06T18:41:07.9728430,Debit Card,15.00%,27.63,82.89,9.21,,
INV00116,Store C,Jackets,25.68,4,102.72,2021-12-06T18:41:07.9728430,Debit Card,10.00%,2.57,10.27,0.64,,
INV00191,Store A,Shoes,145.94,2,291.88,2021-12-06T18:41:07.9728430,Online Payment,12.00%,17.51,35.03,8.76,,
INV00363,Store B,Accessories,68.7,1,68.7,2021-12-06T18:41:07.9728430,Debit Card,10.00%,6.87,6.87,6.87,,
INV01769,Store C,Jeans,48.31,2,96.62,2021-12-06T18:41:07.9728430,Cash,10.00%,4.83,9.66,2.42,,
INV01531,Store A,Dresses,61.66,2,123.32,2021-12-07T18:41:07.9728430,Debit Card,10.00%,6.17,12.33,3.08,,
INV01529,Store B,Jackets,63.05,3,189.15,2021-12-07T18:41:07.9728430,Debit Card,10.00%,6.31,18.92,2.10,,
INV01093,Store A,Jeans,22.79,2,45.58,2021-12-07T18:41:07.9728430,Credit Card,10.00%,2.28,4.56,1.14,,
INV00139,Store C,Jackets,77.84,3,233.52,2021-12-07T18:41:07.9728430,Cash,10.00%,7.78,23.35,2.59,,
INV00525,Store B,Accessories,197.91,3,593.73,2021-12-07T18:41:07.9728430,Online Payment,15.00%,29.69,89.06,9.90,,
INV00055,Store C,Shoes,21.74,4,86.96,2021-12-07T18:41:07.9728430,Online Payment,10.00%,2.17,8.70,0.54,,
INV01249,Store C,T-Shirts,67.28,4,269.12,2021-12-07T18:41:07.9728430,Online Payment,10.00%,6.73,26.91,1.68,,
INV01727,Store C,Dresses,115.85,3,347.55,2021-12-07T18:41:07.9728430,Online Payment,12.00%,13.90,41.71,4.63,,
INV01117,Store C,Dresses,48.05,4,192.2,2021-12-07T18:41:07.9728430,Online Payment,10.00%,4.81,19.22,1.20,,
INV00246,Store B,Accessories,67.91,1,67.91,2021-12-07T18:41:07.9728430,Online Payment,10.00%,6.79,6.79,6.79,,
INV01636,Store A,Accessories,49.01,1,49.01,2021-12-07T18:41:07.9728430,Debit Card,10.00%,4.90,4.90,4.90,,
